playerName,ovr,position,program,team,price,externalId,url
JK Scott,82,,Core,,,101013436,https://www.mut.gg/players/13436-jk-scott/27-101013436/
JK Scott,82,,Platinum Players,,,101113436,https://www.mut.gg/players/13436-jk-scott/27-101113436/
Rashawn Slater,82,,Core,,,101021541,https://www.mut.gg/players/21541-rashawn-slater/27-101021541/
Harrison Smith,82,,Core,,,101011440,https://www.mut.gg/players/11440-harrison-smith/27-101011440/
Trey Smith,82,,Core,,,101021648,https://www.mut.gg/players/21648-trey-smith/27-101021648/
Courtland Sutton,82,,Core,,,101013087,https://www.mut.gg/players/13087-courtland-sutton/27-101013087/
A.J. Terrell Jr,82,,Core,,,101021002,https://www.mut.gg/players/21002-aj-terrell/27-101021002/
Andrew Thomas,82,,Core,,,101020964,https://www.mut.gg/players/20964-andrew-thomas/27-101020964/
Henry To'oTo'o,82,,Core,,,101022998,https://www.mut.gg/players/22998-henry-tootoo/27-101022998/
Kyren Williams,82,,Core,,,101022051,https://www.mut.gg/players/22051-kyren-williams/27-101022051/
Leonard Williams,82,,Core,,,101002527,https://www.mut.gg/players/2527-leonard-williams/27-101002527/
Zach Wood,82,,Core,,,101012979,https://www.mut.gg/players/12979-zach-wood/27-101012979/
Zach Wood,82,,Platinum Players,,,101112979,https://www.mut.gg/players/12979-zach-wood/27-101112979/
Tyler Booker,81,,Core,,,101015162,https://www.mut.gg/players/15162-tyler-booker/27-101015162/
Harrison Butker,81,,Platinum Players,,,101112863,https://www.mut.gg/players/12863-harrison-butker/27-101112863/
Harrison Butker,81,,Core,,,101012863,https://www.mut.gg/players/12863-harrison-butker/27-101012863/
Leo Chenal,81,,Core,,,101022458,https://www.mut.gg/players/22458-leo-chenal/27-101022458/
Jonathon Cooper,81,,Core,,,101021684,https://www.mut.gg/players/21684-jonathon-cooper/27-101021684/
Sam Cosmi,81,,Core,,,101021533,https://www.mut.gg/players/21533-samuel-cosmi/27-101021533/
Kamren Curl,81,,Core,,,101021012,https://www.mut.gg/players/21012-kamren-curl/27-101021012/
Carlton Davis III,81,,Core,,,101013171,https://www.mut.gg/players/13171-carlton-davis-iii/27-101013171/
Jamel Dean,81,,Core,,,101020703,https://www.mut.gg/players/20703-jamel-dean/27-101020703/
Kaden Elliss,81,,Core,,,101020749,https://www.mut.gg/players/20749-kaden-elliss/27-101020749/
Travis Etienne Jr,81,,Core,,,101021721,https://www.mut.gg/players/21721-travis-etienne/27-101021721/
Ka'imi Fairbairn,81,,Core,,,101017759,https://www.mut.gg/players/17759-kaimi-fairbairn/27-101017759/
Ka'imi Fairbairn,81,,Platinum Players,,,101117759,https://www.mut.gg/players/17759-kaimi-fairbairn/27-101117759/
Zach Frazier,81,,Core,,,101014706,https://www.mut.gg/players/14706-zach-frazier/27-101014706/
Hjalte Froholdt,81,,Core,,,101020377,https://www.mut.gg/players/20377-hjalte-froholdt/27-101020377/
Dennis Gardeck,81,,Core,,,101013610,https://www.mut.gg/players/13610-dennis-gardeck/27-101013610/
Rashan Gary,81,,Core,,,101020551,https://www.mut.gg/players/20551-rashan-gary/27-101020551/
Reggie Gilliam,81,,Platinum Players,,,101121398,https://www.mut.gg/players/21398-reggie-gilliam/27-101121398/
Reggie Gilliam,81,,Core,,,101021398,https://www.mut.gg/players/21398-reggie-gilliam/27-101021398/
Dallas Goedert,81,,Core,,,101013128,https://www.mut.gg/players/13128-dallas-goedert/27-101013128/
Jared Goff,81,,Core,,,101017540,https://www.mut.gg/players/17540-jared-goff/27-101017540/
Breece Hall,81,,Core,,,101022326,https://www.mut.gg/players/22326-breece-hall/27-101022326/
Alex Highsmith,81,,Core,,,101021234,https://www.mut.gg/players/21234-alex-highsmith/27-101021234/
Alec Ingold,81,,Platinum Players,,,101120390,https://www.mut.gg/players/20390-alec-ingold/27-101120390/
J.J. Jansen,81,,Core,,,101010539,https://www.mut.gg/players/10539-jj-jansen/27-101010539/
J.J. Jansen,81,,Platinum Players,,,101110539,https://www.mut.gg/players/10539-jj-jansen/27-101110539/
Elgton Jenkins,81,,Core,,,101020376,https://www.mut.gg/players/20376-elgton-jenkins/27-101020376/
Ernest Jones IV,81,,Core,,,101021921,https://www.mut.gg/players/21921-ernest-jones/27-101021921/
Quentin Lake,81,,Core,,,101022243,https://www.mut.gg/players/22243-quentin-lake/27-101022243/
Sam LaPorta,81,,Core,,,101022826,https://www.mut.gg/players/22826-sam-laporta/27-101022826/
Laiatu Latu,81,,Core,,,101014750,https://www.mut.gg/players/14750-laiatu-latu/27-101014750/
Julian Love,81,,Core,,,101020602,https://www.mut.gg/players/20602-julian-love/27-101020602/
Abraham Lucas,81,,Core,,,101022105,https://www.mut.gg/players/22105-abraham-lucas/27-101022105/
Khalil Mack,81,,Core,,,101012344,https://www.mut.gg/players/12344-khalil-mack/27-101012344/
Jordan Mailata,81,,Core,,,101013479,https://www.mut.gg/players/13479-jordan-mailata/27-101013479/
Evan McPherson,81,,Core,,,101021925,https://www.mut.gg/players/21925-evan-mcpherson/27-101021925/
Evan McPherson,81,,Platinum Players,,,101121925,https://www.mut.gg/players/21925-evan-mcpherson/27-101121925/
Armand Membou,81,,Core,,,101015159,https://www.mut.gg/players/15159-armand-membou/27-101015159/
Kolton Miller,81,,Core,,,101013098,https://www.mut.gg/players/13098-kolton-miller/27-101013098/
Kenny Moore II,81,,Core,,,101012965,https://www.mut.gg/players/12965-kenny-moore-ii/27-101012965/
Byron Murphy II,81,,Core,,,101014758,https://www.mut.gg/players/14758-byron-murphy-ii/27-101014758/
Byron Murphy Jr,81,,Core,,,101020599,https://www.mut.gg/players/20599-byron-murphy-jr/27-101020599/
Malik Nabers,81,,Core,,,101014644,https://www.mut.gg/players/14644-malik-nabers/27-101014644/
Foyesade Oluokun,81,,Core,,,101013468,https://www.mut.gg/players/13468-foyesade-oluokun/27-101013468/
Mike Onwenu,81,,Core,,,101021205,https://www.mut.gg/players/21205-michael-onwenu/27-101021205/
Robbie Ouzts,81,,Core,,,101015109,https://www.mut.gg/players/15109-robbie-ouzts/27-101015109/
Robbie Ouzts,81,,Platinum Players,,,101115109,https://www.mut.gg/players/15109-robbie-ouzts/27-101115109/
Jalen Pitre,81,,Core,,,101022230,https://www.mut.gg/players/22230-jalen-pitre/27-101022230/
Joey Porter,81,,Core,,,101022706,https://www.mut.gg/players/22706-joey-porter-jr/27-101022706/
Rashee Rice,81,,Core,,,101022765,https://www.mut.gg/players/22765-rashee-rice/27-101022765/
Malcolm Rodriguez,81,,Core,,,101022460,https://www.mut.gg/players/22460-malcolm-rodriguez/27-101022460/
Carson Schwesinger,81,,Core,,,101015266,https://www.mut.gg/players/15266-carson-schwesinger/27-101015266/
Isaac Seumalo,81,,Core,,,101017776,https://www.mut.gg/players/17776-isaac-seumalo/27-101017776/
Alex Singleton,81,,Core,,,101020881,https://www.mut.gg/players/20881-alex-singleton/27-101020881/
Peter Skoronski,81,,Core,,,101022698,https://www.mut.gg/players/22698-peter-skoronski/27-101022698/
Nolan Smith Jr,81,,Core,,,101022700,https://www.mut.gg/players/22700-nolan-smith/27-101022700/
Robert Spillane,81,,Core,,,101013875,https://www.mut.gg/players/13875-robert-spillane/27-101013875/
Jalen Thompson,81,,Core,,,101020813,https://www.mut.gg/players/20813-jalen-thompson/27-101020813/
Kobie Turner,81,,Core,,,101022933,https://www.mut.gg/players/22933-kobie-turner/27-101022933/
Alijah Vera-Tucker,81,,Core,,,101021552,https://www.mut.gg/players/21552-alijah-vera-tucker/27-101021552/
Jaylen Waddle,81,,Core,,,101021760,https://www.mut.gg/players/21760-jaylen-waddle/27-101021760/
Caleb Williams,81,,Core,,,101014500,https://www.mut.gg/players/14500-caleb-williams/27-101014500/
Caleb Williams,81,,Pre-Order,,,108011215,https://www.mut.gg/players/14500-caleb-williams/27-108011215/
Javonte Williams,81,,Core,,,101021581,https://www.mut.gg/players/21581-javonte-williams/27-101021581/
Milton Williams,81,,Core,,,101021920,https://www.mut.gg/players/21920-milton-williams/27-101021920/
Garrett Wilson,81,,Core,,,101022376,https://www.mut.gg/players/22376-garrett-wilson/27-101022376/
Craig Woodson,81,,Core,,,101015346,https://www.mut.gg/players/15346-craig-woodson/27-101015346/
Mansoor Delane,80,,Collectors Series,,,161201827,https://www.mut.gg/players/1827-mansoor-delane/27-161201827/
Caleb Downs,80,,Collectors Series,,,161216198,https://www.mut.gg/players/16198-caleb-downs/27-161216198/
Dennis Gardeck,80,,Collectors Series,,,161213610,https://www.mut.gg/players/13610-dennis-gardeck/27-161213610/
Colton McKivitz,80,,Collectors Series,,,161221115,https://www.mut.gg/players/21115-colton-mckivitz/27-161221115/
Aaron Rodgers,80,,Collectors Series,,,161226668,https://www.mut.gg/players/26668-aaron-rodgers/27-161226668/
Cam Skattebo,80,,Collectors Series,,,161214807,https://www.mut.gg/players/14807-cam-skattebo/27-161214807/
Xavier Watts,80,,Collectors Series,,,161215331,https://www.mut.gg/players/15331-xavier-watts/27-161215331/
Chase Young,80,,Collectors Series,,,161220985,https://www.mut.gg/players/20985-chase-young/27-161220985/
Dwight Freeney,80,,Legends,,,163214840,https://www.mut.gg/players/14840-dwight-freeney/27-163214840/
Derrick Johnson,80,,Legends,,,163226748,https://www.mut.gg/players/26748-derrick-johnson/27-163226748/
Ronnie Lott,80,,Legends,,,163211469,https://www.mut.gg/players/11469-ronnie-lott/27-163211469/
Gerald McCoy,80,,Legends,,,163209859,https://www.mut.gg/players/9859-gerald-mccoy/27-163209859/
Willie Anderson,80,,Legends,,,163200273,https://www.mut.gg/players/273-willie-anderson/27-163200273/
Martellus Bennett,80,,Legends,,,163228442,https://www.mut.gg/players/28442-martellus-bennett/27-163228442/
Marcel Reece,80,,Legends,,,163210020,https://www.mut.gg/players/10020-marcel-reece/27-163210020/
Marshal Yanda,80,,Legends,,,163228013,https://www.mut.gg/players/28013-marshal-yanda/27-163228013/
Reggie Bush,80,,Ranked,,,109627227,https://www.mut.gg/players/27227-reggie-bush/27-109627227/
Kyle Dugger,80,,Preseason Standouts,,,111021161,https://www.mut.gg/players/21161-kyle-dugger/27-111021161/
David Edwards,80,,Preseason Standouts,,,111020532,https://www.mut.gg/players/20532-david-edwards/27-111020532/
Sauce Gardner,80,,Ranked,,,109622260,https://www.mut.gg/players/22260-ahmad-gardner/27-109622260/
Austin Hooper,80,,Preseason Standouts,,,111017645,https://www.mut.gg/players/17645-austin-hooper/27-111017645/
Azeez Ojulari,80,,Preseason Standouts,,,111021509,https://www.mut.gg/players/21509-azeez-ojulari/27-111021509/
Christian Watson,80,,Ranked,,,109622373,https://www.mut.gg/players/22373-christian-watson/27-109622373/
Nick Westbrook-Ikhine,80,,Preseason Standouts,,,111021067,https://www.mut.gg/players/21067-nick-westbrook-ikhine/27-111021067/
Chase Brown,80,,Training Camp,,,107022740,https://www.mut.gg/players/22740-chase-brown/27-107022740/
Calais Campbell,80,,Season 1,,,110028363,https://www.mut.gg/players/28363-calais-campbell/27-110028363/
Tremaine Edmunds,80,,Season 1,,,110013119,https://www.mut.gg/players/13119-tremaine-edmunds/27-110013119/
Tyler Linderbaum,80,,Season 1,,,110022274,https://www.mut.gg/players/22274-tyler-linderbaum/27-110022274/
Michael Pittman,80,,Season 1,,,110021081,https://www.mut.gg/players/21081-michael-pittman-jr/27-110021081/
Jalen Thompson,80,,Season 1,,,110020813,https://www.mut.gg/players/20813-jalen-thompson/27-110020813/
De'Von Achane,80,,Pre-Order,,,108022692,https://www.mut.gg/players/22692-devon-achane/27-108022692/
Azeez Al-Shaair,80,,Core,,,101020688,https://www.mut.gg/players/20688-azeez-al-shaair/27-101020688/
Bryan Anger,80,,Platinum Players,,,101111594,https://www.mut.gg/players/11594-bryan-anger/27-101111594/
Bryan Anger,80,,Core,,,101011594,https://www.mut.gg/players/11594-bryan-anger/27-101011594/
Chidobe Awuzie,80,,Core,,,101012587,https://www.mut.gg/players/12587-chidobe-awuzie/27-101012587/
Christian Benford,80,,Core,,,101022487,https://www.mut.gg/players/22487-christian-benford/27-101022487/
Terrel Bernard,80,,Core,,,101022192,https://www.mut.gg/players/22192-terrel-bernard/27-101022192/
Tyler Biadasz,80,,Core,,,101020979,https://www.mut.gg/players/20979-tyler-biadasz/27-101020979/
DaRon Bland,80,,Core,,,101022485,https://www.mut.gg/players/22485-daron-bland/27-101022485/
Nick Bolton,80,,Pre-Order,,,108021474,https://www.mut.gg/players/21474-nick-bolton/27-108021474/
Nick Bolton,80,,Core,,,101021474,https://www.mut.gg/players/21474-nick-bolton/27-101021474/
Brock Bowers,80,,Pre-Order,,,108014678,https://www.mut.gg/players/14678-brock-bowers/27-108014678/
Jaquan Brisker,80,,Core,,,101022228,https://www.mut.gg/players/22228-jaquan-brisker/27-101022228/
Jordyn Brooks,80,,Core,,,101021316,https://www.mut.gg/players/21316-jordyn-brooks/27-101021316/
Calen Bullock,80,,Core,,,101014939,https://www.mut.gg/players/14939-calen-bullock/27-101014939/
Joe Burrow,80,,Pre-Order,,,108020948,https://www.mut.gg/players/20948-joe-burrow/27-108020948/
Camryn Bynum,80,,Core,,,101021447,https://www.mut.gg/players/21447-camryn-bynum/27-101021447/
Kam Chancellor,80,,Season 1,,,108009964,https://www.mut.gg/players/9964-kam-chancellor/27-108009964/
Claudin Cherelus,80,,Core,,,101023343,https://www.mut.gg/players/23343-claudin-cherelus/27-101023343/
Jeremy Chinn,80,,Core,,,101021151,https://www.mut.gg/players/21151-jeremy-chinn/27-101021151/
Ezra Cleveland,80,,Core,,,101020966,https://www.mut.gg/players/20966-ezra-cleveland/27-101020966/
Nick Cross,80,,Core,,,101022398,https://www.mut.gg/players/22398-nick-cross/27-101022398/
Jayden Daniels,80,,Pre-Order,,,108014579,https://www.mut.gg/players/14579-jayden-daniels/27-108014579/
Christian Darrisaw,80,,Core,,,101021534,https://www.mut.gg/players/21534-christian-darrisaw/27-101021534/
Dion Dawkins,80,,Core,,,101012622,https://www.mut.gg/players/12622-dion-dawkins/27-101012622/
Divine Deablo,80,,Core,,,101021667,https://www.mut.gg/players/21667-divine-deablo/27-101021667/
Cooper DeJean,80,,Pre-Order,,,108014923,https://www.mut.gg/players/14923-cooper-dejean/27-108014923/
Grant Delpit,80,,Core,,,101021019,https://www.mut.gg/players/21019-grant-delpit/27-101021019/
Rico Dowdle,80,,Core,,,101021039,https://www.mut.gg/players/21039-rico-dowdle/27-101021039/
Tremaine Edmunds,80,,Core,,,101013119,https://www.mut.gg/players/13119-tremaine-edmunds/27-101013119/
T.J. Edwards,80,,Core,,,101020591,https://www.mut.gg/players/20591-tj-edwards/27-101020591/
Jake Elliott,80,,Platinum Players,,,101112809,https://www.mut.gg/players/12809-jake-elliott/27-101112809/
Jake Elliott,80,,Core,,,101012809,https://www.mut.gg/players/12809-jake-elliott/27-101012809/
Poona Ford,80,,Core,,,101013199,https://www.mut.gg/players/13199-poona-ford/27-101013199/
Jack Fox,80,,Platinum Players,,,101120716,https://www.mut.gg/players/20716-jack-fox/27-101120716/
Jack Fox,80,,Core,,,101020716,https://www.mut.gg/players/20716-jack-fox/27-101020716/
Sauce Gardner,80,,Pre-Order,,,108022260,https://www.mut.gg/players/22260-ahmad-gardner/27-108022260/
Willie Gay Jr,80,,Core,,,101021001,https://www.mut.gg/players/21001-willie-gay-jr/27-101021001/
Christian Gonzalez,80,,Pre-Order,,,108023026,https://www.mut.gg/players/23026-christian-gonzalez/27-108023026/
Kyler Gordon,80,,Core,,,101022261,https://www.mut.gg/players/22261-kyler-gordon/27-101022261/
Cedric Gray,80,,Pre-Order,,,108014909,https://www.mut.gg/players/14909-cedric-gray/27-108014909/
Jonathan Greenard,80,,Core,,,101021131,https://www.mut.gg/players/21131-jonathan-greenard/27-101021131/
Kyle Hamilton,80,,Pre-Order,,,108022226,https://www.mut.gg/players/22226-kyle-hamilton/27-108022226/
Hogan Hatten,80,,Platinum Players,,,101101334,https://www.mut.gg/players/1334-hogan-hatten/27-101101334/
Hogan Hatten,80,,Core,,,101001334,https://www.mut.gg/players/1334-hogan-hatten/27-101001334/
Daiyan Henley,80,,Core,,,101023000,https://www.mut.gg/players/23000-daiyan-henley/27-101023000/
Hunter Henry,80,,Core,,,101017643,https://www.mut.gg/players/17643-hunter-henry/27-101017643/
Jevon Holland,80,,Core,,,101021470,https://www.mut.gg/players/21470-jevon-holland/27-101021470/
Marlon Humphrey,80,,Core,,,101012544,https://www.mut.gg/players/12544-marlon-humphrey/27-101012544/
Robert Hunt,80,,Core,,,101021291,https://www.mut.gg/players/21291-robert-hunt/27-101021291/
Bucky Irving,80,,Core,,,101014624,https://www.mut.gg/players/14624-bucky-irving/27-101014624/
Derwin James Jr,80,,Pre-Order,,,108013080,https://www.mut.gg/players/13080-derwin-james-jr/27-108013080/
Ashton Jeanty,80,,Core,,,101014793,https://www.mut.gg/players/14793-ashton-jeanty/27-101014793/
Justin Jefferson,80,,Pre-Order,,,108020961,https://www.mut.gg/players/20961-justin-jefferson/27-108020961/
Antonio Johnson,80,,Core,,,101022709,https://www.mut.gg/players/22709-antonio-johnson/27-101022709/
Taron Johnson,80,,Core,,,101013348,https://www.mut.gg/players/13348-taron-johnson/27-101013348/
Brandon Jones,80,,Core,,,101021267,https://www.mut.gg/players/21267-brandon-jones/27-101021267/
Jarrian Jones,80,,Pre-Order,,,108014956,https://www.mut.gg/players/14956-jarrian-jones/27-108014956/
George Karlaftis,80,,Core,,,101022140,https://www.mut.gg/players/22140-george-karlaftis/27-101022140/
Kamren Kinchens,80,,Pre-Order,,,108014935,https://www.mut.gg/players/14935-kamren-kinchens/27-108014935/
Kamren Kinchens,80,,Core,,,101014935,https://www.mut.gg/players/14935-kamren-kinchens/27-101014935/
Tucker Kraft,80,,Core,,,101022828,https://www.mut.gg/players/22828-tucker-kraft/27-101022828/
Tucker Kraft,80,,Pre-Order,,,108022828,https://www.mut.gg/players/22828-tucker-kraft/27-108022828/
Cooper Kupp,80,,Core,,,101012558,https://www.mut.gg/players/12558-cooper-kupp/27-101012558/
Jourdan Lewis,80,,Core,,,101012555,https://www.mut.gg/players/12555-jourdan-lewis/27-101012555/
Cam Little,80,,Platinum Players,,,101115006,https://www.mut.gg/players/15006-cam-little/27-101115006/
Cam Little,80,,Core,,,101015006,https://www.mut.gg/players/15006-cam-little/27-101015006/
Drake London,80,,Pre-Order,,,108022068,https://www.mut.gg/players/22068-drake-london/27-108022068/
Tyler Loop,80,,Core,,,101015363,https://www.mut.gg/players/15363-tyler-loop/27-101015363/
Tyler Loop,80,,Platinum Players,,,101115363,https://www.mut.gg/players/15363-tyler-loop/27-101115363/
Jordan Love,80,,Core,,,101020915,https://www.mut.gg/players/20915-jordan-love/27-101020915/
Colston Loveland,80,,Core,,,101015117,https://www.mut.gg/players/15117-colston-loveland/27-101015117/
Wil Lutz,80,,Platinum Players,,,101112405,https://www.mut.gg/players/12405-wil-lutz/27-101112405/
Wil Lutz,80,,Core,,,101012405,https://www.mut.gg/players/12405-wil-lutz/27-101012405/
Braden Mann,80,,Platinum Players,,,101121171,https://www.mut.gg/players/21171-braden-mann/27-101121171/
Braden Mann,80,,Core,,,101021171,https://www.mut.gg/players/21171-braden-mann/27-101021171/
Jake Matthews,80,,Core,,,101012349,https://www.mut.gg/players/12349-jake-matthews/27-101012349/
Baker Mayfield,80,,Core,,,101013117,https://www.mut.gg/players/13117-baker-mayfield/27-101013117/
Trey McBride,80,,Pre-Order,,,108022093,https://www.mut.gg/players/22093-trey-mcbride/27-108022093/
Christian McCaffrey,80,,Pre-Order,,,108012556,https://www.mut.gg/players/12556-christian-mccaffrey/27-108012556/
Ladd McConkey,80,,Core,,,101014651,https://www.mut.gg/players/14651-ladd-mcconkey/27-101014651/
Mike McGlinchey,80,,Core,,,101013116,https://www.mut.gg/players/13116-mike-mcglinchey/27-101013116/
Connor McGovern,80,,Core,,,101020665,https://www.mut.gg/players/20665-connor-mcgovern/27-101020665/
Colton McKivitz,80,,Core,,,101021115,https://www.mut.gg/players/21115-colton-mckivitz/27-101021115/
Tetairoa McMillan,80,,Pre-Order,,,108015097,https://www.mut.gg/players/15097-tetairoa-mcmillan/27-108015097/
Ja'Quan McMillian,80,,Pre-Order,,,108022267,https://www.mut.gg/players/22267-jaquan-mcmillian/27-108022267/
Alim McNeill,80,,Core,,,101021522,https://www.mut.gg/players/21522-alim-mcneill/27-101021522/
DK Metcalf,80,,Pre-Order,,,108020353,https://www.mut.gg/players/20353-dk-metcalf/27-108020353/
DK Metcalf,80,,Core,,,101020353,https://www.mut.gg/players/20353-dk-metcalf/27-101020353/
Josh Metellus,80,,Core,,,101021155,https://www.mut.gg/players/21155-josh-metellus/27-101021155/
DJ Moore,80,,Core,,,101013184,https://www.mut.gg/players/13184-dj-moore/27-101013184/
Ryan Neuzil,80,,Core,,,101021846,https://www.mut.gg/players/21846-ryan-neuzil/27-101021846/
Odafe Oweh,80,,Core,,,101021511,https://www.mut.gg/players/21511-jayson-oweh/27-101021511/
Jeremiah Owusu-Koramoah,80,,Core,,,101021500,https://www.mut.gg/players/21500-jeremiah-owusu-koramoah/27-101021500/
Daron Payne,80,,Core,,,101013104,https://www.mut.gg/players/13104-daron-payne/27-101013104/
George Pickens,80,,Pre-Order,,,108022365,https://www.mut.gg/players/22365-george-pickens/27-108022365/
Alec Pierce,80,,Core,,,101022085,https://www.mut.gg/players/22085-alec-pierce/27-101022085/
Germaine Pratt,80,,Core,,,101020424,https://www.mut.gg/players/20424-germaine-pratt/27-101020424/
Dominick Puni,80,,Core,,,101014713,https://www.mut.gg/players/14713-dominick-puni/27-101014713/
Brock Purdy,80,,Core,,,101022383,https://www.mut.gg/players/22383-brock-purdy/27-101022383/
Patrick Queen,80,,Core,,,101020999,https://www.mut.gg/players/20999-patrick-queen/27-101020999/
D.J. Reader,80,,Core,,,101017746,https://www.mut.gg/players/17746-dj-reader/27-101017746/
D.J. Reed,80,,Core,,,101013159,https://www.mut.gg/players/13159-dj-reed-jr/27-101013159/
Justin Reid,80,,Core,,,101013167,https://www.mut.gg/players/13167-justin-reid/27-101013167/
Cairo Santos,80,,Platinum Players,,,101102200,https://www.mut.gg/players/2200-cairo-santos/27-101102200/
Cairo Santos,80,,Core,,,101002200,https://www.mut.gg/players/2200-cairo-santos/27-101002200/
Coleman Shelton,80,,Core,,,101013195,https://www.mut.gg/players/13195-coleman-shelton/27-101013195/
Tyler Shough,80,,Pre-Order,,,108014788,https://www.mut.gg/players/14788-tyler-shough/27-108014788/
Zach Sieler,80,,Core,,,101013481,https://www.mut.gg/players/13481-zach-sieler/27-101013481/
John Simpson,80,,Core,,,101021103,https://www.mut.gg/players/21103-john-simpson/27-101021103/
Cam Skattebo,80,,Pre-Order,,,108014807,https://www.mut.gg/players/14807-cam-skattebo/27-108014807/
Braden Smith,80,,Core,,,101013124,https://www.mut.gg/players/13124-braden-smith/27-101013124/
Jaxon Smith-Njigba,80,,Pre-Order,,,108022694,https://www.mut.gg/players/22694-jaxon-smith-njigba/27-108022694/
Amon-Ra St. Brown,80,,Pre-Order,,,108021606,https://www.mut.gg/players/21606-amon-ra-st-brown/27-108021606/
Tyrique Stevenson,80,,Pre-Order,,,108023038,https://www.mut.gg/players/23038-tyrique-stevenson/27-108023038/
Grover Stewart,80,,Core,,,101012835,https://www.mut.gg/players/12835-grover-stewart/27-101012835/
C.J. Stroud,80,,Pre-Order,,,108022688,https://www.mut.gg/players/22688-cj-stroud/27-108022688/
Josh Sweat,80,,Core,,,101013259,https://www.mut.gg/players/13259-josh-sweat/27-101013259/
Montez Sweat,80,,Core,,,101020411,https://www.mut.gg/players/20411-montez-sweat/27-101020411/
D'Andre Swift,80,,Core,,,101020920,https://www.mut.gg/players/20920-dandre-swift/27-101020920/
DJ Turner II,80,,Core,,,101023031,https://www.mut.gg/players/23031-dj-turner/27-101023031/
Vita Vea,80,,Pre-Order,,,108013091,https://www.mut.gg/players/13091-vita-vea/27-108013091/
Jared Verse,80,,Pre-Order,,,108012520,https://www.mut.gg/players/14752-jared-verse/27-108012520/
Travon Walker,80,,Core,,,101022305,https://www.mut.gg/players/22305-travon-walker/27-101022305/
Jack Westover,80,,Platinum Players,,,101104728,https://www.mut.gg/players/4728-jack-westover/27-101104728/
Jack Westover,80,,Core,,,101004728,https://www.mut.gg/players/4728-jack-westover/27-101004728/
Dorian Williams,80,,Pre-Order,,,108023015,https://www.mut.gg/players/23015-dorian-williams/27-108023015/
Jameson Williams,80,,Core,,,101022375,https://www.mut.gg/players/22375-jameson-williams/27-101022375/
Garrett Wilson,80,,Pre-Order,,,108022376,https://www.mut.gg/players/22376-garrett-wilson/27-108022376/
James Winchester,80,,Core,,,101002725,https://www.mut.gg/players/2725-james-winchester/27-101002725/
James Winchester,80,,Platinum Players,,,101102725,https://www.mut.gg/players/2725-james-winchester/27-101102725/
Byron Young,80,,Core,,,101022938,https://www.mut.gg/players/22938-byron-young/27-101022938/
Chase Young,80,,Core,,,101020985,https://www.mut.gg/players/20985-chase-young/27-101020985/
Jordan Addison,79,,Core,,,101022693,https://www.mut.gg/players/22693-jordan-addison/27-101022693/
Keenan Allen,79,,Core,,,101000505,https://www.mut.gg/players/505-keenan-allen/27-101000505/
Alex Anzalone,79,,Core,,,101012613,https://www.mut.gg/players/12613-alex-anzalone/27-101012613/
Dorance Armstrong,79,,Core,,,101013244,https://www.mut.gg/players/13244-dorance-armstrong/27-101013244/
Steve Avila,79,,Core,,,101022859,https://www.mut.gg/players/22859-steve-avila/27-101022859/
Jake Bailey,79,,Platinum Players,,,101120480,https://www.mut.gg/players/20480-jake-bailey/27-101120480/
Jake Bailey,79,,Core,,,101020480,https://www.mut.gg/players/20480-jake-bailey/27-101020480/
Graham Barton,79,,Core,,,101014703,https://www.mut.gg/players/14703-graham-barton/27-101014703/
JD Bertrand,79,,Core,,,101014915,https://www.mut.gg/players/14915-jd-bertrand/27-101014915/
Cole Bishop,79,,Core,,,101014958,https://www.mut.gg/players/14958-cole-bishop/27-101014958/
Reed Blankenship,79,,Core,,,101021792,https://www.mut.gg/players/21792-reed-blankenship/27-101021792/
Garrett Bradbury,79,,Core,,,101020372,https://www.mut.gg/players/20372-garrett-bradbury/27-101020372/
Chase Brown,79,,Core,,,101022740,https://www.mut.gg/players/22740-chase-brown/27-101022740/
Calais Campbell,79,,Core,,,101028363,https://www.mut.gg/players/28363-calais-campbell/27-101028363/
Jihaad Campbell,79,,Core,,,101015268,https://www.mut.gg/players/15268-jihaad-campbell/27-101015268/
Daniel Carlson,79,,Core,,,101013382,https://www.mut.gg/players/13382-daniel-carlson/27-101013382/
Daniel Carlson,79,,Platinum Players,,,101113382,https://www.mut.gg/players/13382-daniel-carlson/27-101113382/
Abdul Carter,79,,Core,,,101015198,https://www.mut.gg/players/15198-abdul-carter/27-101015198/
Blake Cashman,79,,Pregame Access,,,106020693,https://www.mut.gg/players/20693-blake-cashman/27-106020693/
Blake Cashman,79,,Core,,,101020693,https://www.mut.gg/players/20693-blake-cashman/27-101020693/
Zach Charbonnet,79,,Core,,,101022732,https://www.mut.gg/players/22732-zach-charbonnet/27-101022732/
A.J. Cole,79,,Platinum Players,,,101120821,https://www.mut.gg/players/20821-aj-cole-iii/27-101120821/
A.J. Cole,79,,Core,,,101020821,https://www.mut.gg/players/20821-aj-cole-iii/27-101020821/
Bryan Cook,79,,Core,,,101022234,https://www.mut.gg/players/22234-bryan-cook/27-101022234/
Edgerrin Cooper,79,,Core,,,101014902,https://www.mut.gg/players/14902-edgerrin-cooper/27-101014902/
Jeremy Crawshaw,79,,Platinum Players,,,101115367,https://www.mut.gg/players/15367-jeremy-crawshaw/27-101115367/
Jeremy Crawshaw,79,,Core,,,101015367,https://www.mut.gg/players/15367-jeremy-crawshaw/27-101015367/
